STATION,STATION_NAME,DATE,PRCP,SNWD,SNOW,WESF
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131010,0.01,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131011,0.02,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131012,0.07,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131013,0.01,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131014,0.00,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131015,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131016,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131017,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131018,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131019,0.01,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131020,0.01,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131021,0.01,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131022,0.01,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131023,0.01,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131024,0.01,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131025,0.02,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131026,0.01,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131027,0.10,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131028,0.09,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131029,0.01,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131030,0.00,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131031,0.02,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131101,0.00,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131102,0.42,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131103,0.03,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131104,0.01,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131105,0.05,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131106,0.02,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131107,0.52,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131108,0.25,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131109,0.00,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131110,0.11,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131111,0.00,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131112,0.12,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131113,0.01,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131114,0.01,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131115,0.04,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131116,0.13,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131117,0.00,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131118,0.00,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131119,0.73,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131120,0.06,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131121,0.00,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131122,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131123,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131124,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131125,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131126,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131127,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131128,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131129,0.01,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131202,0.01,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131203,0.06,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131204,0.01,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131205,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131206,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131207,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131208,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131209,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131210,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131211,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131212,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131213,0.11,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131214,0.01,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131215,0.01,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131216,0.07,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131217,0.01,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131218,0.00,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131219,0.03,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131220,0.10,1.0,1.0,0.1
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131224,0.01,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131225,0.01,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131226,0.00,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131227,0.01,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131228,0.04,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131229,0.01,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131230,0.00,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20131231,0.00,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140101,0.01,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140102,0.03,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140103,0.36,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140104,0.04,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140105,0.00,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140106,0.00,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140107,0.25,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140108,0.26,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140109,0.39,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140110,0.09,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140111,0.57,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140112,0.45,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140113,0.01,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140114,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140115,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140116,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140117,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140118,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140119,0.00,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140120,0.00,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140121,0.00,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140122,0.01,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140123,0.00,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140124,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140125,0.00,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140126,0.00,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140127,0.00,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140128,0.01,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140129,0.79,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140130,0.32,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140131,0.08,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140201,0.00,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140202,0.01,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140203,0.00,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140204,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140205,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140206,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140207,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140208,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140209,0.22,-9999,1.3,0.2
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140210,0.38,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140211,0.08,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140212,0.68,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140213,0.06,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140214,0.29,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140221,0.01,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140222,0.01,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140223,0.17,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140224,0.20,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140225,0.32,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140226,0.00,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140227,0.00,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140228,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140301,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140302,0.06,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140303,1.21,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140304,0.17,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140305,1.54,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140306,0.77,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140307,0.01,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140308,0.01,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140309,1.15,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140310,0.46,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140311,0.27,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140312,0.00,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140313,0.00,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140314,0.04,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140315,0.17,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140318,0.01,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140319,0.01,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140320,0.13,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140323,0.00,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140324,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140325,0.02,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140326,0.26,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140327,0.08,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140328,0.14,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140329,0.65,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140330,0.42,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140331,0.00,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140401,0.00,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140403,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140404,0.12,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140405,0.03,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140408,0.00,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140409,0.29,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140410,0.00,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140411,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140412,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140413,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140414,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140415,0.05,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140416,0.04,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140417,0.24,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140418,0.70,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140419,0.00,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140428,0.01,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140429,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140430,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140501,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140502,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140503,0.03,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140504,1.14,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140505,0.26,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140506,0.00,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140507,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140508,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140509,0.39,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140510,0.05,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140511,0.00,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140512,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140513,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140514,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140515,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140516,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140517,0.00,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140518,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140519,0.23,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140520,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140521,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140522,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140523,0.04,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140528,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140529,0.00,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140530,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140531,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140601,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140602,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140603,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140604,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140605,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140606,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140607,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140608,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140609,0.04,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140610,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140611,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140612,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140613,0.14,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140616,0.21,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140617,0.11,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140618,0.00,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140619,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140620,0.05,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140621,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140623,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140624,0.02,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140625,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140626,0.00,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140627,0.04,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140628,0.14,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140629,0.00,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140630,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140701,0.00,-9999,0.0,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140702,0.00,-9999,0.0,-9999
